"cidr","hostmin","hostmax","vendor"
"15.230.39.210/31","15.230.39.210","15.230.39.211","AWS"
"15.230.39.212/31","15.230.39.212","15.230.39.213","AWS"
"15.230.39.214/31","15.230.39.214","15.230.39.215","AWS"
"15.230.39.216/31","15.230.39.216","15.230.39.217","AWS"
"15.230.39.218/31","15.230.39.218","15.230.39.219","AWS"
"15.230.39.220/31","15.230.39.220","15.230.39.221","AWS"
"15.230.39.222/31","15.230.39.222","15.230.39.223","AWS"
"15.230.39.224/31","15.230.39.224","15.230.39.225","AWS"
"15.230.39.226/31","15.230.39.226","15.230.39.227","AWS"
"15.230.39.228/31","15.230.39.228","15.230.39.229","AWS"
"15.230.39.230/31","15.230.39.230","15.230.39.231","AWS"
"15.230.39.232/31","15.230.39.232","15.230.39.233","AWS"
"15.230.39.234/31","15.230.39.234","15.230.39.235","AWS"
"15.230.39.236/31","15.230.39.236","15.230.39.237","AWS"
"15.230.39.238/31","15.230.39.238","15.230.39.239","AWS"
"15.230.39.240/31","15.230.39.240","15.230.39.241","AWS"
"15.230.39.242/31","15.230.39.242","15.230.39.243","AWS"
"15.230.39.244/31","15.230.39.244","15.230.39.245","AWS"
"15.230.39.246/31","15.230.39.246","15.230.39.247","AWS"
"15.230.39.248/31","15.230.39.248","15.230.39.249","AWS"
"15.230.39.250/31","15.230.39.250","15.230.39.251","AWS"
"15.230.39.252/31","15.230.39.252","15.230.39.253","AWS"
"15.230.39.254/31","15.230.39.254","15.230.39.255","AWS"
"15.230.40.0/24","15.230.40.0","15.230.40.255","AWS"
"15.230.41.0/24","15.230.41.0","15.230.41.255","AWS"
"15.230.42.0/24","15.230.42.0","15.230.42.255","AWS"
"15.230.43.0/24","15.230.43.0","15.230.43.255","AWS"
"15.230.49.0/24","15.230.49.0","15.230.49.255","AWS"
"15.230.50.0/24","15.230.50.0","15.230.50.255","AWS"
"15.230.64.0/26","15.230.64.0","15.230.64.63","AWS"
"15.230.64.64/26","15.230.64.64","15.230.64.127","AWS"
"15.230.64.128/26","15.230.64.128","15.230.64.191","AWS"
"15.230.64.192/26","15.230.64.192","15.230.64.255","AWS"
"15.230.65.0/26","15.230.65.0","15.230.65.63","AWS"
"15.230.65.64/26","15.230.65.64","15.230.65.127","AWS"
"15.230.65.128/26","15.230.65.128","15.230.65.191","AWS"
"15.230.65.192/26","15.230.65.192","15.230.65.255","AWS"
"15.230.66.0/26","15.230.66.0","15.230.66.63","AWS"
"15.230.129.0/24","15.230.129.0","15.230.129.255","AWS"
"15.230.130.0/24","15.230.130.0","15.230.130.255","AWS"
"15.230.131.0/32","15.230.131.0","15.230.131.0","AWS"
"15.230.131.1/32","15.230.131.1","15.230.131.1","AWS"
"15.230.131.2/32","15.230.131.2","15.230.131.2","AWS"
"15.230.131.3/32","15.230.131.3","15.230.131.3","AWS"
"15.230.131.4/32","15.230.131.4","15.230.131.4","AWS"
"15.230.131.5/32","15.230.131.5","15.230.131.5","AWS"
"15.230.132.0/24","15.230.132.0","15.230.132.255","AWS"
"15.236.0.0/15","15.236.0.0","15.237.255.255","AWS"
"15.254.0.0/16","15.254.0.0","15.254.255.255","AWS"
"18.130.0.0/16","18.130.0.0","18.130.255.255","AWS"
"18.130.91.144/30","18.130.91.144","18.130.91.147","AWS"
"18.130.91.148/30","18.130.91.148","18.130.91.151","AWS"
"18.132.0.0/14","18.132.0.0","18.135.255.255","AWS"
"18.132.21.0/24","18.132.21.0","18.132.21.255","AWS"
"18.132.22.0/23","18.132.22.0","18.132.23.255","AWS"
"18.136.0.0/16","18.136.0.0","18.136.255.255","AWS"
"18.138.0.0/15","18.138.0.0","18.139.255.255","AWS"
"18.138.134.128/25","18.138.134.128","18.138.134.255","AWS"
"18.138.244.0/23","18.138.244.0","18.138.245.255","AWS"
"18.140.0.0/15","18.140.0.0","18.141.255.255","AWS"
"18.141.66.248/30","18.141.66.248","18.141.66.251","AWS"
"18.141.66.252/30","18.141.66.252","18.141.66.255","AWS"
"18.141.152.0/24","18.141.152.0","18.141.152.255","AWS"
"18.141.154.0/23","18.141.154.0","18.141.155.255","AWS"
"18.142.0.0/15","18.142.0.0","18.143.255.255","AWS"
"18.144.0.0/15","18.144.0.0","18.145.255.255","AWS"
"18.144.76.128/25","18.144.76.128","18.144.76.255","AWS"
"18.144.158.0/27","18.144.158.0","18.144.158.31","AWS"
"18.153.0.0/16","18.153.0.0","18.153.255.255","AWS"
"18.156.0.0/14","18.156.0.0","18.159.255.255","AWS"
"18.156.52.0/24","18.156.52.0","18.156.52.255","AWS"
"18.156.54.0/23","18.156.54.0","18.156.55.255","AWS"
"18.162.0.0/16","18.162.0.0","18.162.255.255","AWS"
"18.163.0.0/16","18.163.0.0","18.163.255.255","AWS"
"18.166.0.0/15","18.166.0.0","18.167.255.255","AWS"
"18.175.0.0/16","18.175.0.0","18.175.255.255","AWS"
"18.176.0.0/15","18.176.0.0","18.177.255.255","AWS"
"18.176.203.120/30","18.176.203.120","18.176.203.123","AWS"
"18.178.0.0/16","18.178.0.0","18.178.255.255","AWS"
"18.179.0.0/16","18.179.0.0","18.179.255.255","AWS"
"18.179.48.96/27","18.179.48.96","18.179.48.127","AWS"
"18.179.48.128/27","18.179.48.128","18.179.48.159","AWS"
"18.180.0.0/15","18.180.0.0","18.181.255.255","AWS"
"18.180.178.0/24","18.180.178.0","18.180.178.255","AWS"
"18.180.180.0/23","18.180.180.0","18.180.181.255","AWS"
"18.182.0.0/16","18.182.0.0","18.182.255.255","AWS"
"18.182.96.64/26","18.182.96.64","18.182.96.127","AWS"
"18.183.0.0/16","18.183.0.0","18.183.255.255","AWS"
"18.184.0.0/15","18.184.0.0","18.185.255.255","AWS"
"18.184.2.128/25","18.184.2.128","18.184.2.255","AWS"
"18.184.138.224/27","18.184.138.224","18.184.138.255","AWS"
"18.184.203.128/27","18.184.203.128","18.184.203.159","AWS"
"18.188.0.0/16","18.188.0.0","18.188.255.255","AWS"
"18.188.9.0/27","18.188.9.0","18.188.9.31","AWS"
"18.188.9.32/27","18.188.9.32","18.188.9.63","AWS"
"18.189.0.0/16","18.189.0.0","18.189.255.255","AWS"
"18.190.0.0/16","18.190.0.0","18.190.255.255","AWS"
"18.191.0.0/16","18.191.0.0","18.191.255.255","AWS"
"18.192.0.0/15","18.192.0.0","18.193.255.255","AWS"
"18.194.0.0/15","18.194.0.0","18.195.255.255","AWS"
"18.196.0.0/15","18.196.0.0","18.197.255.255","AWS"
"18.198.0.0/15","18.198.0.0","18.199.255.255","AWS"
"18.200.0.0/16","18.200.0.0","18.200.255.255","AWS"
"18.200.212.0/23","18.200.212.0","18.200.213.255","AWS"
"18.201.0.0/16","18.201.0.0","18.201.255.255","AWS"
"18.202.0.0/15","18.202.0.0","18.203.255.255","AWS"
"18.202.216.48/29","18.202.216.48","18.202.216.55","AWS"
"18.204.0.0/14","18.204.0.0","18.207.255.255","AWS"
"18.206.107.24/29","18.206.107.24","18.206.107.31","AWS"
"18.208.0.0/13","18.208.0.0","18.215.255.255","AWS"
"18.216.0.0/14","18.216.0.0","18.219.255.255","AWS"
"18.216.170.128/25","18.216.170.128","18.216.170.255","AWS"
"18.220.0.0/14","18.220.0.0","18.223.255.255","AWS"
"18.224.0.0/14","18.224.0.0","18.227.255.255","AWS"
"18.228.0.0/16","18.228.0.0","18.228.255.255","AWS"
"18.228.70.32/29","18.228.70.32","18.228.70.39","AWS"
"18.228.246.0/23","18.228.246.0","18.228.247.255","AWS"
"18.229.0.0/16","18.229.0.0","18.229.255.255","AWS"
"18.229.99.0/24","18.229.99.0","18.229.99.255","AWS"
"18.229.100.0/26","18.229.100.0","18.229.100.63","AWS"
"18.229.100.112/30","18.229.100.112","18.229.100.115","AWS"
"18.229.100.116/30","18.229.100.116","18.229.100.119","AWS"
"18.229.220.192/26","18.229.220.192","18.229.220.255","AWS"
"18.230.0.0/16","18.230.0.0","18.230.255.255","AWS"
"18.230.46.0/27","18.230.46.0","18.230.46.31","AWS"
"18.230.46.32/27","18.230.46.32","18.230.46.63","AWS"
"18.230.103.0/24","18.230.103.0","18.230.103.255","AWS"
"18.230.104.0/23","18.230.104.0","18.230.105.255","AWS"
"18.231.0.0/16","18.231.0.0","18.231.255.255","AWS"
"18.231.194.8/29","18.231.194.8","18.231.194.15","AWS"
"18.232.0.0/14","18.232.0.0","18.235.255.255","AWS"
"18.233.213.128/25","18.233.213.128","18.233.213.255","AWS"
"18.236.0.0/15","18.236.0.0","18.237.255.255","AWS"
"18.236.61.0/25","18.236.61.0","18.236.61.127","AWS"
"18.237.140.160/29","18.237.140.160","18.237.140.167","AWS"
"18.246.0.0/16","18.246.0.0","18.246.255.255","AWS"
"18.252.0.0/16","18.252.0.0","18.252.255.255","AWS"
"18.252.4.0/30","18.252.4.0","18.252.4.3","AWS"
"18.253.0.0/16","18.253.0.0","18.253.255.255","AWS"
"23.20.0.0/14","23.20.0.0","23.23.255.255","AWS"
"27.0.0.0/22","27.0.0.0","27.0.3.255","AWS"
"34.192.0.0/12","34.192.0.0","34.207.255.255","AWS"
"34.195.252.0/24","34.195.252.0","34.195.252.255","AWS"
"34.208.0.0/12","34.208.0.0","34.223.255.255","AWS"
"34.216.51.0/25","34.216.51.0","34.216.51.127","AWS"
"34.217.141.224/27","34.217.141.224","34.217.141.255","AWS"
"34.218.119.32/27","34.218.119.32","34.218.119.63","AWS"
"34.223.12.224/27","34.223.12.224","34.223.12.255","AWS"
"34.223.24.0/22","34.223.24.0","34.223.27.255","AWS"
"34.223.45.0/25","34.223.45.0","34.223.45.127","AWS"
"34.223.68.0/22","34.223.68.0","34.223.71.255","AWS"
"34.223.72.0/23","34.223.72.0","34.223.73.255","AWS"
"34.223.74.0/25","34.223.74.0","34.223.74.127","AWS"
"34.223.80.192/26","34.223.80.192","34.223.80.255","AWS"
"34.224.0.0/12","34.224.0.0","34.239.255.255","AWS"
"34.226.14.0/24","34.226.14.0","34.226.14.255","AWS"
"34.228.4.208/28","34.228.4.208","34.228.4.223","AWS"
"34.232.163.208/29","34.232.163.208","34.232.163.215","AWS"
"34.240.0.0/13","34.240.0.0","34.247.255.255","AWS"
"34.245.205.0/27","34.245.205.0","34.245.205.31","AWS"
"34.245.205.64/27","34.245.205.64","34.245.205.95","AWS"
"34.248.0.0/13","34.248.0.0","34.255.255.255","AWS"
"34.250.63.248/29","34.250.63.248","34.250.63.255","AWS"
"35.72.0.0/13","35.72.0.0","35.79.255.255","AWS"
"35.152.0.0/16","35.152.0.0","35.152.255.255","AWS"
"35.153.0.0/16","35.153.0.0","35.153.255.255","AWS"
"35.154.0.0/16","35.154.0.0","35.154.255.255","AWS"
"35.155.0.0/16","35.155.0.0","35.155.255.255","AWS"
"35.156.0.0/14","35.156.0.0","35.159.255.255","AWS"
"35.157.127.248/29","35.157.127.248","35.157.127.255","AWS"
"35.158.127.64/26","35.158.127.64","35.158.127.127","AWS"
"35.158.136.0/24","35.158.136.0","35.158.136.255","AWS"
"35.160.0.0/13","35.160.0.0","35.167.255.255","AWS"
"35.162.63.192/26","35.162.63.192","35.162.63.255","AWS"
"35.167.191.128/26","35.167.191.128","35.167.191.191","AWS"
"35.168.0.0/13","35.168.0.0","35.175.255.255","AWS"
"35.172.155.96/27","35.172.155.96","35.172.155.127","AWS"
"35.172.155.192/27","35.172.155.192","35.172.155.223","AWS"
"35.176.0.0/15","35.176.0.0","35.177.255.255","AWS"
"35.176.32.0/24","35.176.32.0","35.176.32.255","AWS"
"35.176.92.32/29","35.176.92.32","35.176.92.39","AWS"
"35.178.0.0/15","35.178.0.0","35.179.255.255","AWS"
"35.180.0.0/16","35.180.0.0","35.180.255.255","AWS"
"35.180.112.80/29","35.180.112.80","35.180.112.87","AWS"
"35.180.244.0/23","35.180.244.0","35.180.245.255","AWS"
"35.181.0.0/16","35.181.0.0","35.181.255.255","AWS"
"35.181.128.0/24","35.181.128.0","35.181.128.255","AWS"
"35.182.0.0/15","35.182.0.0","35.183.255.255","AWS"
"35.182.14.48/29","35.182.14.48","35.182.14.55","AWS"
"35.183.92.176/29","35.183.92.176","35.183.92.183","AWS"
"35.183.255.0/24","35.183.255.0","35.183.255.255","AWS"
"36.103.232.0/25","36.103.232.0","36.103.232.127","AWS"
"36.103.232.128/26","36.103.232.128","36.103.232.191","AWS"
"43.250.192.0/24","43.250.192.0","43.250.192.255","AWS"
"43.250.193.0/24","43.250.193.0","43.250.193.255","AWS"
"44.192.0.0/11","44.192.0.0","44.223.255.255","AWS"
"44.224.0.0/11","44.224.0.0","44.255.255.255","AWS"
"44.227.178.0/24","44.227.178.0","44.227.178.255","AWS"
"44.233.54.0/23","44.233.54.0","44.233.55.255","AWS"
"44.234.54.0/23","44.234.54.0","44.234.55.255","AWS"
"44.234.73.116/30","44.234.73.116","44.234.73.119","AWS"
"44.234.73.120/30","44.234.73.120","44.234.73.123","AWS"
"44.234.90.252/30","44.234.90.252","44.234.90.255","AWS"
"44.234.108.128/25","44.234.108.128","44.234.108.255","AWS"
"46.51.128.0/18","46.51.128.0","46.51.191.255","AWS"
"46.51.192.0/20","46.51.192.0","46.51.207.255","AWS"
"46.51.216.0/21","46.51.216.0","46.51.223.255","AWS"
"46.51.224.0/19","46.51.224.0","46.51.255.255","AWS"
"46.137.0.0/17","46.137.0.0","46.137.127.255","AWS"
"46.137.128.0/18","46.137.128.0","46.137.191.255","AWS"
"46.137.192.0/19","46.137.192.0","46.137.223.255","AWS"
"46.137.224.0/19","46.137.224.0","46.137.255.255","AWS"
"50.16.0.0/15","50.16.0.0","50.17.255.255","AWS"
"50.18.0.0/16","50.18.0.0","50.18.255.255","AWS"
"50.19.0.0/16","50.19.0.0","50.19.255.255","AWS"
"50.112.0.0/16","50.112.0.0","50.112.255.255","AWS"
"52.0.0.0/15","52.0.0.0","52.1.255.255","AWS"
"52.2.0.0/15","52.2.0.0","52.3.255.255","AWS"
"52.4.0.0/14","52.4.0.0","52.7.255.255","AWS"
"52.8.0.0/16","52.8.0.0","52.8.255.255","AWS"
"52.9.0.0/16","52.9.0.0","52.9.255.255","AWS"
"52.10.0.0/15","52.10.0.0","52.11.255.255","AWS"
"52.12.0.0/15","52.12.0.0","52.13.255.255","AWS"
"52.14.0.0/16","52.14.0.0","52.14.255.255","AWS"
"52.15.0.0/16","52.15.0.0","52.15.255.255","AWS"
"52.15.127.128/26","52.15.127.128","52.15.127.191","AWS"
"52.15.247.208/29","52.15.247.208","52.15.247.215","AWS"
"52.16.0.0/15","52.16.0.0","52.17.255.255","AWS"
"52.18.0.0/15","52.18.0.0","52.19.255.255","AWS"
"52.19.124.0/23","52.19.124.0","52.19.125.255","AWS"
"52.20.0.0/14","52.20.0.0","52.23.255.255","AWS"
"52.23.61.0/24","52.23.61.0","52.23.61.255","AWS"
"52.23.62.0/24","52.23.62.0","52.23.62.255","AWS"
"52.24.0.0/14","52.24.0.0","52.27.255.255","AWS"
"52.28.0.0/16","52.28.0.0","52.28.255.255","AWS"
"52.29.0.0/16","52.29.0.0","52.29.255.255","AWS"
"52.30.0.0/15","52.30.0.0","52.31.255.255","AWS"
"52.32.0.0/14","52.32.0.0","52.35.255.255","AWS"
"52.36.0.0/14","52.36.0.0","52.39.255.255","AWS"
"52.40.0.0/14","52.40.0.0","52.43.255.255","AWS"
"52.43.76.88/29","52.43.76.88","52.43.76.95","AWS"
"52.44.0.0/15","52.44.0.0","52.45.255.255","AWS"
"52.46.0.0/18","52.46.0.0","52.46.63.255","AWS"
"52.46.64.0/20","52.46.64.0","52.46.79.255","AWS"
"52.46.80.0/21","52.46.80.0","52.46.87.255","AWS"
"52.46.88.0/22","52.46.88.0","52.46.91.255","AWS"
"52.46.92.0/22","52.46.92.0","52.46.95.255","AWS"
"52.46.96.0/19","52.46.96.0","52.46.127.255","AWS"
"52.46.128.0/19","52.46.128.0","52.46.159.255","AWS"
"52.46.164.0/23","52.46.164.0","52.46.165.255","AWS"
"52.46.166.0/23","52.46.166.0","52.46.167.255","AWS"
"52.46.168.0/23","52.46.168.0","52.46.169.255","AWS"
"52.46.170.0/23","52.46.170.0","52.46.171.255","AWS"
"52.46.172.0/22","52.46.172.0","52.46.175.255","AWS"
"52.46.176.0/22","52.46.176.0","52.46.179.255","AWS"
"52.46.180.0/22","52.46.180.0","52.46.183.255","AWS"
"52.46.184.0/22","52.46.184.0","52.46.187.255","AWS"
"52.46.192.0/20","52.46.192.0","52.46.207.255","AWS"
"52.46.208.0/21","52.46.208.0","52.46.215.255","AWS"
"52.46.216.0/22","52.46.216.0","52.46.219.255","AWS"
"52.46.220.0/22","52.46.220.0","52.46.223.255","AWS"
"52.46.224.0/20","52.46.224.0","52.46.239.255","AWS"
"52.46.240.0/22","52.46.240.0","52.46.243.255","AWS"
"52.46.249.0/24","52.46.249.0","52.46.249.255","AWS"
"52.46.250.0/23","52.46.250.0","52.46.251.255","AWS"
"52.46.252.0/22","52.46.252.0","52.46.255.255","AWS"
"52.47.0.0/16","52.47.0.0","52.47.255.255","AWS"
"52.47.73.72/29","52.47.73.72","52.47.73.79","AWS"
"52.47.139.0/24","52.47.139.0","52.47.139.255","AWS"
"52.48.0.0/14","52.48.0.0","52.51.255.255","AWS"
"52.52.0.0/15","52.52.0.0","52.53.255.255","AWS"
"52.52.191.128/26","52.52.191.128","52.52.191.191","AWS"
"52.54.0.0/15","52.54.0.0","52.55.255.255","AWS"
"52.55.191.224/27","52.55.191.224","52.55.191.255","AWS"
"52.56.0.0/16","52.56.0.0","52.56.255.255","AWS"
"52.56.127.0/25","52.56.127.0","52.56.127.127","AWS"
"52.57.0.0/16","52.57.0.0","52.57.255.255","AWS"
"52.57.254.0/24","52.57.254.0","52.57.254.255","AWS"
"52.58.0.0/15","52.58.0.0","52.59.255.255","AWS"
"52.59.127.0/24","52.59.127.0","52.59.127.255","AWS"
"52.60.0.0/16","52.60.0.0","52.60.255.255","AWS"
"52.61.0.0/16","52.61.0.0","52.61.255.255","AWS"
"52.61.40.104/29","52.61.40.104","52.61.40.111","AWS"
"52.62.0.0/15","52.62.0.0","52.63.255.255","AWS"
"52.64.0.0/17","52.64.0.0","52.64.127.255","AWS"
"52.64.128.0/17","52.64.128.0","52.64.255.255","AWS"
"52.65.0.0/16","52.65.0.0","52.65.255.255","AWS"
"52.66.0.0/16","52.66.0.0","52.66.255.255","AWS"
"52.66.194.128/26","52.66.194.128","52.66.194.191","AWS"
"52.67.0.0/16","52.67.0.0","52.67.255.255","AWS"
"52.68.0.0/15","52.68.0.0","52.69.255.255","AWS"
"52.70.0.0/15","52.70.0.0","52.71.255.255","AWS"
"52.72.0.0/15","52.72.0.0","52.73.255.255","AWS"
"52.74.0.0/16","52.74.0.0","52.74.255.255","AWS"
"52.75.0.0/16","52.75.0.0","52.75.255.255","AWS"
"52.76.0.0/17","52.76.0.0","52.76.127.255","AWS"
"52.76.127.0/24","52.76.127.0","52.76.127.255","AWS"
"52.76.128.0/17","52.76.128.0","52.76.255.255","AWS"
"52.77.0.0/16","52.77.0.0","52.77.255.255","AWS"
"52.78.0.0/16","52.78.0.0","52.78.255.255","AWS"
"52.78.247.128/26","52.78.247.128","52.78.247.191","AWS"
"52.79.0.0/16","52.79.0.0","52.79.255.255","AWS"
"52.80.0.0/16","52.80.0.0","52.80.255.255","AWS"
"52.80.198.136/29","52.80.198.136","52.80.198.143","AWS"
"52.81.0.0/16","52.81.0.0","52.81.255.255","AWS"
"52.82.0.0/17","52.82.0.0","52.82.127.255","AWS"
"52.82.1.0/29","52.82.1.0","52.82.1.7","AWS"
"52.82.128.0/19","52.82.128.0","52.82.159.255","AWS"
"52.82.160.0/22","52.82.160.0","52.82.163.255","AWS"
"52.82.164.0/22","52.82.164.0","52.82.167.255","AWS"
"52.82.168.0/24","52.82.168.0","52.82.168.255","AWS"
"52.82.169.0/28","52.82.169.0","52.82.169.15","AWS"
"52.82.169.16/28","52.82.169.16","52.82.169.31","AWS"
"52.82.176.0/22","52.82.176.0","52.82.179.255","AWS"
"52.82.180.0/22","52.82.180.0","52.82.183.255","AWS"
"52.82.184.0/23","52.82.184.0","52.82.185.255","AWS"
"52.82.187.0/24","52.82.187.0","52.82.187.255","AWS"
"52.82.188.0/22","52.82.188.0","52.82.191.255","AWS"
"52.82.192.0/18","52.82.192.0","52.82.255.255","AWS"
"52.83.0.0/16","52.83.0.0","52.83.255.255","AWS"
"52.84.0.0/15","52.84.0.0","52.85.255.255","AWS"
"52.86.0.0/15","52.86.0.0","52.87.255.255","AWS"
"52.88.0.0/15","52.88.0.0","52.89.255.255","AWS"
"52.90.0.0/15","52.90.0.0","52.91.255.255","AWS"
"52.92.16.0/20","52.92.16.0","52.92.31.255","AWS"
"52.92.40.0/21","52.92.40.0","52.92.47.255","AWS"
"52.92.60.0/22","52.92.60.0","52.92.63.255","AWS"
"52.92.72.0/22","52.92.72.0","52.92.75.255","AWS"
"52.92.88.0/22","52.92.88.0","52.92.91.255","AWS"
"52.92.128.0/17","52.92.128.0","52.92.255.255","AWS"
"52.93.0.0/24","52.93.0.0","52.93.0.255","AWS"
"52.93.1.0/24","52.93.1.0","52.93.1.255","AWS"
"52.93.2.0/24","52.93.2.0","52.93.2.255","AWS"
"52.93.3.0/24","52.93.3.0","52.93.3.255","AWS"
"52.93.4.0/24","52.93.4.0","52.93.4.255","AWS"
"52.93.5.0/24","52.93.5.0","52.93.5.255","AWS"
"52.93.8.0/22","52.93.8.0","52.93.11.255","AWS"
"52.93.12.12/32","52.93.12.12","52.93.12.12","AWS"
"52.93.12.13/32","52.93.12.13","52.93.12.13","AWS"
"52.93.14.18/32","52.93.14.18","52.93.14.18","AWS"
"52.93.14.19/32","52.93.14.19","52.93.14.19","AWS"
"52.93.16.0/24","52.93.16.0","52.93.16.255","AWS"
"52.93.17.0/24","52.93.17.0","52.93.17.255","AWS"
"52.93.18.178/32","52.93.18.178","52.93.18.178","AWS"
"52.93.18.179/32","52.93.18.179","52.93.18.179","AWS"
"52.93.19.236/32","52.93.19.236","52.93.19.236","AWS"
"52.93.19.237/32","52.93.19.237","52.93.19.237","AWS"
"52.93.20.0/24","52.93.20.0","52.93.20.255","AWS"
"52.93.21.14/32","52.93.21.14","52.93.21.14","AWS"
"52.93.21.15/32","52.93.21.15","52.93.21.15","AWS"
"52.93.34.56/32","52.93.34.56","52.93.34.56","AWS"
"52.93.34.57/32","52.93.34.57","52.93.34.57","AWS"
"52.93.35.212/32","52.93.35.212","52.93.35.212","AWS"
"52.93.35.213/32","52.93.35.213","52.93.35.213","AWS"
"52.93.37.222/32","52.93.37.222","52.93.37.222","AWS"
"52.93.37.223/32","52.93.37.223","52.93.37.223","AWS"
"52.93.38.0/24","52.93.38.0","52.93.38.255","AWS"
"52.93.43.0/24","52.93.43.0","52.93.43.255","AWS"
"52.93.48.0/24","52.93.48.0","52.93.48.255","AWS"
"52.93.51.28/32","52.93.51.28","52.93.51.28","AWS"
"52.93.51.29/32","52.93.51.29","52.93.51.29","AWS"
"52.93.56.0/24","52.93.56.0","52.93.56.255","AWS"
"52.93.57.0/24","52.93.57.0","52.93.57.255","AWS"
"52.93.59.0/24","52.93.59.0","52.93.59.255","AWS"
"52.93.60.0/24","52.93.60.0","52.93.60.255","AWS"
"52.93.62.0/24","52.93.62.0","52.93.62.255","AWS"
"52.93.63.0/24","52.93.63.0","52.93.63.255","AWS"
"52.93.64.0/24","52.93.64.0","52.93.64.255","AWS"
"52.93.66.154/32","52.93.66.154","52.93.66.154","AWS"
"52.93.66.155/32","52.93.66.155","52.93.66.155","AWS"
"52.93.67.0/24","52.93.67.0","52.93.67.255","AWS"
"52.93.69.0/24","52.93.69.0","52.93.69.255","AWS"
"52.93.73.0/26","52.93.73.0","52.93.73.63","AWS"
"52.93.75.0/24","52.93.75.0","52.93.75.255","AWS"
"52.93.76.0/24","52.93.76.0","52.93.76.255","AWS"
"52.93.78.0/24","52.93.78.0","52.93.78.255","AWS"
"52.93.80.0/24","52.93.80.0","52.93.80.255","AWS"
"52.93.81.0/24","52.93.81.0","52.93.81.255","AWS"
"52.93.96.0/24","52.93.96.0","52.93.96.255","AWS"
"52.93.97.0/24","52.93.97.0","52.93.97.255","AWS"
"52.93.98.0/24","52.93.98.0","52.93.98.255","AWS"
"52.93.99.0/24","52.93.99.0","52.93.99.255","AWS"
"52.93.112.0/24","52.93.112.0","52.93.112.255","AWS"
"52.93.120.178/32","52.93.120.178","52.93.120.178","AWS"
"52.93.122.131/32","52.93.122.131","52.93.122.131","AWS"
"52.93.126.76/32","52.93.126.76","52.93.126.76","AWS"
"52.93.126.132/32","52.93.126.132","52.93.126.132","AWS"
"52.93.126.133/32","52.93.126.133","52.93.126.133","AWS"
"52.93.126.134/32","52.93.126.134","52.93.126.134","AWS"
"52.93.126.135/32","52.93.126.135","52.93.126.135","AWS"
"52.93.126.136/32","52.93.126.136","52.93.126.136","AWS"
"52.93.126.137/32","52.93.126.137","52.93.126.137","AWS"
"52.93.126.138/32","52.93.126.138","52.93.126.138","AWS"
"52.93.126.139/32","52.93.126.139","52.93.126.139","AWS"
"52.93.126.144/32","52.93.126.144","52.93.126.144","AWS"
"52.93.126.145/32","52.93.126.145","52.93.126.145","AWS"
"52.93.126.146/32","52.93.126.146","52.93.126.146","AWS"
"52.93.126.147/32","52.93.126.147","52.93.126.147","AWS"
"52.93.126.204/32","52.93.126.204","52.93.126.204","AWS"
"52.93.126.205/32","52.93.126.205","52.93.126.205","AWS"
"52.93.126.212/32","52.93.126.212","52.93.126.212","AWS"
"52.93.126.213/32","52.93.126.213","52.93.126.213","AWS"
"52.93.126.214/32","52.93.126.214","52.93.126.214","AWS"
"52.93.126.215/32","52.93.126.215","52.93.126.215","AWS"
"52.93.126.244/32","52.93.126.244","52.93.126.244","AWS"
"52.93.126.245/32","52.93.126.245","52.93.126.245","AWS"
"52.93.127.24/32","52.93.127.24","52.93.127.24","AWS"
"52.93.127.25/32","52.93.127.25","52.93.127.25","AWS"
"52.93.127.26/32","52.93.127.26","52.93.127.26","AWS"
"52.93.127.27/32","52.93.127.27","52.93.127.27","AWS"
"52.93.129.95/32","52.93.129.95","52.93.129.95","AWS"
"52.93.131.217/32","52.93.131.217","52.93.131.217","AWS"
"52.93.133.127/32","52.93.133.127","52.93.133.127","AWS"
"52.93.133.129/32","52.93.133.129","52.93.133.129","AWS"
"52.93.133.131/32","52.93.133.131","52.93.133.131","AWS"
